date,pump_index,std_rush_order,avg_rush_order,std_trades,std_volume,avg_volume,std_price,avg_price,avg_price_max,hour_sin,hour_cos,minute_sin,minute_cos,symbol,gt
2018-10-01 19:00:00,202,0.88,0.106,2.882,3.667,0.39,0.014,0.007,0.014,-0.888,0.46,0.0,1.0,CLOAK,1
2020-04-07 18:00:00,203,2.829,0.52,8.564,12.559,0.411,0.174,0.011,0.019,-0.979,0.203,0.0,1.0,ARN,1
2019-02-10 17:59:45,204,4.984,0.772,10.927,38.776,4.574,0.125,0.012,0.022,-0.998,-0.068,-0.0,1.0,GXS,1
2018-12-10 16:59:45,205,0.53,0.156,3.076,4.753,0.604,0.024,0.004,0.009,-0.942,-0.335,-0.0,1.0,EVX,1
2018-10-20 16:00:00,206,0.864,0.169,0.174,3.38,0.416,0.003,0.003,0.005,-0.942,-0.335,0.0,1.0,CND,1
2018-08-03 15:00:00,207,0.149,0.048,0.534,0.191,0.091,-0.001,0.005,0.009,-0.817,-0.577,0.0,1.0,SNGLS,1
2018-03-25 16:29:30,208,0.118,0.032,0.052,0.055,0.05,0.025,0.011,0.013,-0.942,-0.335,0.053,-0.999,MDA,1
2019-09-26 15:59:45,209,0.072,0.028,0.148,0.041,0.043,-0.001,0.001,0.004,-0.817,-0.577,-0.0,1.0,BLZ,1
2020-03-24 15:59:30,210,0.144,0.052,0.068,0.024,0.053,0.012,0.016,0.019,-0.817,-0.577,-0.0,1.0,OAX,1
2019-06-26 16:59:45,211,0.516,0.145,0.419,0.227,0.052,0.001,0.001,0.013,-0.942,-0.335,-0.0,1.0,DNT,1
2019-04-24 17:00:00,212,0.843,0.107,1.21,3.27,0.334,-0.0,0.008,0.015,-0.998,-0.068,0.0,1.0,RDN,1
2018-04-29 19:00:00,213,0.119,0.032,0.191,0.142,0.05,-0.001,0.002,0.003,-0.888,0.46,0.0,1.0,OAX,1
2019-09-17 15:59:45,214,0.241,0.062,0.41,1.207,0.139,0.005,0.006,0.01,-0.817,-0.577,-0.0,1.0,BLZ,1
2020-09-06 16:00:00,215,0.575,0.173,1.019,1.802,0.273,0.015,0.016,0.025,-0.942,-0.335,0.0,1.0,QLC,1
2019-06-29 16:00:00,216,0.668,0.135,0.293,1.95,0.253,0.003,0.009,0.016,-0.942,-0.335,0.0,1.0,DNT,1
2021-01-09 13:00:15,217,0.128,0.049,0.196,0.017,0.042,0.013,0.018,0.022,-0.398,-0.917,0.0,1.0,BCPT,1
2018-04-10 19:00:00,218,5.306,0.512,18.717,57.636,5.76,1.044,0.068,0.129,-0.888,0.46,0.0,1.0,SNGLS,1
2018-08-08 16:00:00,219,0.31,0.06,0.692,0.377,0.068,0.002,0.008,0.013,-0.942,-0.335,0.0,1.0,ICN,1
2021-01-10 17:00:00,220,0.193,0.067,0.478,1.395,0.18,0.003,0.005,0.008,-0.998,-0.068,0.0,1.0,RCN,1
2020-03-24 15:58:45,221,0.341,0.068,0.558,1.007,0.142,0.001,0.006,0.011,-0.817,-0.577,-0.106,0.994,BRD,1
2019-07-26 17:59:45,222,0.218,0.055,0.451,0.41,0.118,0.006,0.004,0.007,-0.998,-0.068,-0.0,1.0,ADX,1
2020-05-26 16:00:00,223,0.629,0.083,2.341,3.249,0.399,0.006,0.011,0.023,-0.942,-0.335,0.0,1.0,ONG,1
2019-06-25 15:59:30,225,0.113,0.047,0.024,0.01,0.012,0.0,0.003,0.003,-0.817,-0.577,-0.0,1.0,INS,1
2019-12-16 15:59:45,226,0.146,0.03,1.05,1.212,0.145,0.014,0.004,0.007,-0.817,-0.577,-0.0,1.0,EDO,1
2018-10-04 18:59:00,227,0.522,0.131,0.33,0.186,0.028,0.008,0.003,0.005,-0.979,0.203,-0.0,1.0,BRD,1
2020-09-10 18:00:00,228,0.788,0.14,2.331,3.565,0.528,0.02,0.016,0.027,-0.979,0.203,0.0,1.0,QSP,1
2020-11-06 20:00:00,229,0.575,0.122,3.939,1.783,0.39,0.011,0.01,0.018,-0.731,0.683,0.0,1.0,NXS,1
2019-07-29 15:00:00,230,0.304,0.065,0.693,0.556,0.177,-0.001,0.002,0.003,-0.817,-0.577,0.0,1.0,RDN,1
2019-07-09 17:00:15,231,0.126,0.078,0.104,0.04,0.039,-0.001,0.012,0.017,-0.998,-0.068,0.0,1.0,CND,1
2018-10-09 17:00:15,232,0.23,0.057,0.173,0.132,0.059,0.007,0.004,0.005,-0.998,-0.068,0.0,1.0,QLC,1
2019-04-04 13:29:15,233,1.044,0.141,1.335,1.367,0.249,0.005,0.008,0.012,-0.398,-0.917,0.053,-0.999,SNM,1
2018-12-27 17:00:00,234,0.372,0.062,0.259,0.475,0.155,0.027,0.008,0.009,-0.998,-0.068,0.0,1.0,HC,1
2020-05-05 15:59:45,236,0.284,0.083,0.324,0.177,0.07,-0.0,0.004,0.008,-0.817,-0.577,-0.0,1.0,CVC,1
2019-08-02 18:00:00,237,0.179,0.056,0.035,0.024,0.028,0.0,0.007,0.008,-0.979,0.203,0.0,1.0,WABI,1
2019-04-29 15:00:00,238,0.162,0.058,0.177,0.035,0.034,-0.001,0.006,0.007,-0.817,-0.577,0.0,1.0,REQ,1
2018-12-23 16:59:45,239,0.413,0.06,0.369,0.674,0.111,0.008,0.005,0.007,-0.942,-0.335,-0.0,1.0,NEBL,1
2018-04-02 16:30:15,240,0.229,0.046,0.328,0.074,0.029,-0.0,0.004,0.005,-0.942,-0.335,-0.053,-0.999,EVX,1
2019-07-22 16:00:00,241,1.361,0.27,2.083,1.374,0.18,0.015,0.005,0.01,-0.942,-0.335,0.0,1.0,SNT,1
2018-01-07 18:00:00,242,1.898,0.195,7.108,9.086,1.013,0.099,0.023,0.054,-0.979,0.203,0.0,1.0,NAV,1
2019-06-11 18:00:00,243,0.29,0.05,3.396,14.057,1.295,0.118,0.012,0.03,-0.979,0.203,0.0,1.0,STORJ,1
2020-01-20 16:00:00,244,0.236,0.052,1.01,0.757,0.194,0.003,0.006,0.011,-0.942,-0.335,0.0,1.0,BRD,1
2019-11-11 16:57:15,245,0.631,0.067,1.517,2.165,0.244,0.01,0.003,0.007,-0.942,-0.335,-0.211,0.977,BCD,1
2018-09-20 20:11:15,248,0.918,0.135,0.648,0.802,0.26,0.005,0.003,0.004,-0.731,0.683,0.921,0.389,KMD,1
2019-08-04 17:59:45,249,0.184,0.077,0.133,0.342,0.124,-0.002,0.004,0.01,-0.998,-0.068,-0.0,1.0,SNM,1
2020-06-24 15:59:15,250,0.135,0.036,0.075,0.002,0.013,0.004,0.007,0.009,-0.817,-0.577,-0.0,1.0,EVX,1
2020-04-24 15:59:00,252,0.415,0.073,0.976,2.972,0.493,0.024,0.006,0.012,-0.817,-0.577,-0.0,1.0,BNT,1
2020-05-14 15:59:45,253,0.005,0.011,0.086,0.017,0.009,-0.001,0.004,0.006,-0.817,-0.577,-0.0,1.0,YOYOW,1
2021-01-08 21:00:00,254,0.247,0.091,1.226,0.147,0.133,0.002,0.033,0.049,-0.52,0.854,0.0,1.0,SNM,1
2019-03-02 13:59:30,255,0.112,0.035,0.166,0.297,0.063,0.003,0.005,0.006,-0.398,-0.917,-0.0,1.0,AST,1
2020-10-14 18:00:00,256,0.254,0.047,1.17,0.704,0.123,0.006,0.006,0.01,-0.979,0.203,0.0,1.0,GVT,1
2019-08-08 16:00:00,257,0.102,0.049,0.014,0.024,0.033,0.0,0.011,0.012,-0.942,-0.335,0.0,1.0,YOYOW,1
2020-12-06 18:01:00,258,0.067,0.021,0.246,0.021,0.025,0.01,0.006,0.006,-0.979,0.203,0.106,0.994,BRD,1
2021-01-09 21:00:00,259,3.982,0.262,11.759,34.82,3.621,0.287,0.146,0.205,-0.52,0.854,0.0,1.0,EVX,1
2019-07-28 17:00:00,260,1.199,0.169,1.083,1.74,0.292,0.042,0.013,0.018,-0.998,-0.068,0.0,1.0,BLZ,1
2019-09-09 20:00:00,261,1.384,0.112,2.683,2.514,0.297,0.022,0.021,0.042,-0.731,0.683,0.0,1.0,BNT,1
2018-01-15 17:00:00,262,8.447,0.544,15.819,19.774,1.914,0.139,0.045,0.084,-0.998,-0.068,0.0,1.0,ICN,1
2020-01-16 19:00:00,263,0.164,0.04,0.564,2.411,0.296,0.005,0.007,0.012,-0.888,0.46,0.0,1.0,NAV,1
2020-07-24 17:00:00,265,1.298,0.151,2.641,3.793,0.448,0.027,0.008,0.013,-0.998,-0.068,0.0,1.0,ELF,1
2019-02-16 18:00:00,266,0.42,0.067,0.566,2.286,0.392,0.014,0.01,0.015,-0.979,0.203,0.0,1.0,EDO,1
2019-06-28 17:00:15,267,0.598,0.133,0.853,0.258,0.054,-0.001,0.005,0.008,-0.998,-0.068,0.0,1.0,SNGLS,1
2020-12-03 18:00:15,268,0.104,0.028,0.145,0.113,0.069,0.006,0.013,0.014,-0.979,0.203,0.0,1.0,NXS,1
2019-11-05 16:00:30,269,0.029,0.016,0.014,0.005,0.009,0.001,0.002,0.003,-0.942,-0.335,0.0,1.0,NEBL,1
2018-09-29 19:00:15,270,5.653,0.735,11.09,25.197,2.243,0.343,0.065,0.112,-0.888,0.46,0.0,1.0,DATA,1
2018-05-18 14:59:15,271,0.354,0.056,0.545,1.191,0.18,0.005,0.002,0.004,-0.631,-0.776,-0.0,1.0,MOD,1
2018-01-23 18:00:00,272,0.28,0.053,0.724,0.476,0.091,0.005,0.004,0.007,-0.979,0.203,0.0,1.0,XZC,1
2020-03-21 16:40:00,273,0.114,0.056,0.091,0.115,0.112,0.051,0.018,0.022,-0.942,-0.335,-0.899,-0.437,EVX,1
2020-12-20 18:01:45,274,0.107,0.07,0.085,0.0,0.001,0.006,0.005,0.005,-0.979,0.203,0.106,0.994,VIB,1
2020-03-28 12:00:30,275,0.07,0.03,0.03,0.008,0.016,0.006,0.017,0.021,-0.136,-0.991,0.0,1.0,DLT,1
2020-12-27 18:00:15,276,0.16,0.039,0.152,0.097,0.064,-0.001,0.003,0.006,-0.979,0.203,0.0,1.0,NXS,1
2020-05-09 16:00:00,277,0.169,0.048,0.219,1.654,0.214,-0.001,0.008,0.013,-0.942,-0.335,0.0,1.0,AST,1
2019-04-23 15:00:30,278,0.254,0.071,0.173,0.007,0.013,-0.001,0.004,0.006,-0.817,-0.577,0.0,1.0,SNM,1
2019-01-06 21:00:00,279,2.49,0.214,1.509,1.948,0.705,0.065,0.022,0.032,-0.52,0.854,0.0,1.0,BNT,1
2018-04-15 14:57:00,280,0.265,0.05,0.857,2.153,0.301,0.005,0.003,0.004,-0.631,-0.776,-0.211,0.977,OAX,1
2019-01-08 16:00:00,281,1.707,0.37,6.847,3.6,0.23,0.034,0.005,0.008,-0.942,-0.335,0.0,1.0,EVX,1
2018-08-23 16:00:00,282,0.209,0.052,0.401,2.041,0.328,0.015,0.009,0.012,-0.942,-0.335,0.0,1.0,DLT,1
2018-01-09 20:00:00,283,0.68,0.148,1.855,1.377,0.168,0.02,0.004,0.006,-0.731,0.683,0.0,1.0,DGD,1
2021-01-07 15:59:00,284,0.188,0.057,0.576,0.243,0.06,0.033,0.022,0.037,-0.817,-0.577,-0.0,1.0,CTXC,1
2020-03-15 19:57:00,285,0.044,0.019,0.111,0.184,0.079,0.01,0.008,0.009,-0.888,0.46,-0.211,0.977,NEBL,1
2018-08-17 16:00:00,286,0.298,0.054,1.216,2.066,0.279,0.007,0.007,0.014,-0.942,-0.335,0.0,1.0,OAX,1
2019-06-24 18:30:00,287,1.819,0.165,3.032,11.734,1.321,0.021,0.021,0.033,-0.979,0.203,-0.053,-0.999,BLZ,1
2020-12-04 23:01:15,288,0.407,0.065,0.062,0.236,0.179,0.058,0.039,0.049,-0.0,1.0,0.106,0.994,PNT,1
2018-01-03 18:00:15,289,0.993,0.127,4.189,10.358,0.972,0.004,0.015,0.029,-0.979,0.203,0.0,1.0,PPT,1
2018-01-04 16:00:00,290,1.265,0.141,4.261,4.131,0.404,0.019,0.012,0.022,-0.942,-0.335,0.0,1.0,KMD,1
2020-09-16 16:00:15,291,0.048,0.045,0.007,0.004,0.01,-0.0,0.01,0.012,-0.942,-0.335,0.0,1.0,CDT,1
2020-06-03 16:00:00,292,1.029,0.161,3.631,8.108,0.949,0.402,0.061,0.211,-0.942,-0.335,0.0,1.0,CTXC,1
2018-08-17 15:00:15,293,0.59,0.096,0.566,0.699,0.118,0.004,0.001,0.004,-0.817,-0.577,0.0,1.0,TNB,1
2020-11-14 18:00:15,294,0.126,0.047,0.217,0.073,0.046,0.006,0.008,0.009,-0.979,0.203,0.0,1.0,BCPT,1
2020-11-02 16:00:00,295,0.229,0.062,0.49,0.659,0.134,0.006,0.012,0.023,-0.942,-0.335,0.0,1.0,ARDR,1
2020-05-04 19:01:00,296,0.33,0.054,1.136,0.844,0.138,0.001,0.003,0.006,-0.888,0.46,0.106,0.994,MDA,1
2018-09-04 15:29:45,297,0.147,0.035,0.564,0.741,0.144,-0.001,0.005,0.008,-0.817,-0.577,0.053,-0.999,RDN,1
2019-08-16 15:59:45,301,0.158,0.048,0.018,0.055,0.034,-0.0,0.006,0.01,-0.817,-0.577,-0.0,1.0,VIA,1
2019-05-27 17:00:00,302,0.173,0.045,0.172,0.055,0.033,-0.005,0.003,0.006,-0.998,-0.068,0.0,1.0,BLZ,1
2019-07-13 16:57:15,303,0.504,0.105,0.374,0.796,0.154,0.023,0.014,0.019,-0.942,-0.335,-0.211,0.977,NAV,1
2020-12-15 18:00:45,304,0.209,0.037,0.382,1.082,0.217,0.008,0.007,0.01,-0.979,0.203,0.0,1.0,NEBL,1
2019-08-29 18:00:00,305,1.046,0.23,0.642,2.043,0.287,0.005,0.016,0.022,-0.979,0.203,0.0,1.0,QSP,1
2018-06-15 15:00:30,306,0.288,0.043,0.212,0.003,0.006,0.001,-0.003,-0.002,-0.817,-0.577,0.0,1.0,MDA,1
2021-01-03 17:00:15,307,0.711,0.093,1.265,1.35,0.226,0.008,0.009,0.011,-0.998,-0.068,0.0,1.0,MDA,1
2018-09-22 19:00:15,308,1.024,0.168,5.429,14.821,1.076,0.093,0.025,0.073,-0.888,0.46,0.0,1.0,NAV,1
2019-01-20 17:59:15,309,1.571,0.18,1.106,1.783,0.358,0.06,0.009,0.013,-0.998,-0.068,-0.0,1.0,GXS,1
2019-08-10 16:00:15,310,0.226,0.071,0.311,0.228,0.054,-0.0,0.006,0.009,-0.942,-0.335,0.0,1.0,RCN,1
2019-06-19 15:00:00,311,0.776,0.162,0.763,0.309,0.107,0.001,0.005,0.01,-0.817,-0.577,0.0,1.0,REN,1
2020-12-02 18:00:00,312,0.164,0.038,0.483,1.307,0.201,0.013,0.007,0.011,-0.979,0.203,0.0,1.0,NEBL,1
2019-05-13 15:00:00,313,0.174,0.086,0.4,0.117,0.038,-0.002,0.01,0.021,-0.817,-0.577,0.0,1.0,CDT,1
2019-09-04 15:59:45,314,0.116,0.045,0.117,0.093,0.054,-0.0,0.007,0.014,-0.817,-0.577,-0.0,1.0,QLC,1
2018-04-10 16:30:30,315,0.265,0.054,0.15,0.065,0.03,0.005,0.002,0.003,-0.942,-0.335,-0.053,-0.999,ARN,1
2019-07-17 17:00:00,316,0.254,0.066,0.346,0.038,0.042,0.022,0.01,0.013,-0.998,-0.068,0.0,1.0,SYS,1
2019-08-13 20:00:00,317,5.33,0.704,4.852,10.047,1.281,0.228,0.032,0.052,-0.731,0.683,0.0,1.0,CVC,1
2020-12-26 21:00:00,318,0.324,0.069,1.269,4.868,0.513,0.01,0.012,0.028,-0.52,0.854,0.0,1.0,DLT,1
2018-09-09 19:00:15,319,1.938,0.307,6.741,8.034,0.886,0.016,0.022,0.034,-0.888,0.46,0.0,1.0,VIBE,1
2021-01-02 21:00:00,320,0.303,0.049,2.982,22.159,1.519,0.106,0.077,0.155,-0.52,0.854,0.0,1.0,NEBL,1
2018-04-02 15:59:15,321,0.395,0.053,0.687,1.229,0.201,0.005,0.006,0.008,-0.817,-0.577,-0.0,1.0,ICN,1
2020-03-23 16:00:00,322,0.108,0.045,0.151,0.073,0.058,0.001,0.009,0.015,-0.942,-0.335,0.0,1.0,TCT,1
2019-07-05 16:00:00,323,0.66,0.118,0.925,0.391,0.083,0.004,0.006,0.009,-0.942,-0.335,0.0,1.0,PIVX,1
2020-03-17 15:56:15,324,0.033,0.015,0.022,0.001,0.006,0.0,0.0,0.001,-0.817,-0.577,-0.314,0.949,BNT,1
2018-12-22 17:01:00,325,0.075,0.018,0.145,0.049,0.033,0.001,0.004,0.005,-0.998,-0.068,0.106,0.994,BRD,1
2018-03-24 18:30:00,326,1.463,0.153,2.386,4.044,0.481,0.012,0.011,0.02,-0.979,0.203,-0.053,-0.999,DNT,1
2018-10-08 14:00:00,328,3.883,0.818,5.03,4.033,0.203,0.077,0.006,0.009,-0.631,-0.776,0.0,1.0,BRD,1
2020-05-21 15:59:00,329,0.037,0.055,0.101,0.17,0.11,0.001,0.008,0.008,-0.817,-0.577,-0.0,1.0,GTO,1
2021-01-13 21:00:00,332,0.316,0.099,0.988,0.893,0.206,0.002,0.009,0.014,-0.52,0.854,0.0,1.0,APPC,1
2018-11-07 16:59:00,333,0.688,0.135,1.436,3.061,0.268,0.012,0.004,0.007,-0.942,-0.335,-0.0,1.0,WINGS,1
2020-07-10 17:00:00,334,1.147,0.196,2.399,4.235,0.598,0.012,0.011,0.019,-0.998,-0.068,0.0,1.0,CTXC,1
2019-12-19 17:00:30,335,0.054,0.02,0.041,0.021,0.02,0.0,0.006,0.008,-0.998,-0.068,0.0,1.0,NAV,1
2018-10-28 17:00:00,336,1.714,0.155,5.402,8.635,0.685,0.017,0.009,0.018,-0.998,-0.068,0.0,1.0,RDN,1
